REF_DATE,GEO,Size of area of residence,"Household expenditures, summary-level categories",VALUE
2021,Canada,"Population centre 250,000 to 499,999",Administration fees for brokers and stock and bond commissions,378
2021,Canada,"Population centre 250,000 to 499,999",Other financial services,194
2021,Canada,"Population centre 250,000 to 499,999",Other miscellaneous goods and services,880
2021,Canada,"Population centre 250,000 to 499,999",Fines,30
2021,Canada,"Population centre 250,000 to 499,999",Legal services not related to dwellings,175
2021,Canada,"Population centre 250,000 to 499,999",Dues to unions and professional associations,357
2021,Canada,"Population centre 250,000 to 499,999",Contributions and dues for social clubs and other organizations,47
2021,Canada,"Population centre 250,000 to 499,999",Funeral services,71
2021,Canada,"Population centre 250,000 to 499,999",Government services,18
2021,Canada,"Population centre 250,000 to 499,999",Wholesale/retail memberships,102
2021,Canada,"Population centre 250,000 to 499,999",Convenience fees,
2021,Canada,"Population centre 250,000 to 499,999",Other goods and services,
2021,Canada,"Population centre 250,000 to 499,999",Discounts and refunds,
2021,Canada,"Population centre 250,000 to 499,999",Recycling fees and other environmental fees,16
2021,Canada,"Population centre 250,000 to 499,999",Other general expenditures,
2021,Canada,"Population centre 250,000 to 499,999",Income taxes,19405
2021,Canada,"Population centre 250,000 to 499,999",Personal insurance payments and pension contributions,6037
2021,Canada,"Population centre 250,000 to 499,999",Employment insurance and Quebec parental insurance premiums,695
2021,Canada,"Population centre 250,000 to 499,999",Retirement and pension fund payments,4866
2021,Canada,"Population centre 250,000 to 499,999","Premiums on life, term and endowment insurance",476
2021,Canada,"Population centre 250,000 to 499,999","Gifts of money, support payments and charitable contributions",1694
2021,Canada,"Population centre 250,000 to 499,999",Gifts of money and support payments,906
2021,Canada,"Population centre 250,000 to 499,999",Gifts of money to persons living in Canada,585
2021,Canada,"Population centre 250,000 to 499,999",Gifts of money to persons living outside Canada,179
2021,Canada,"Population centre 250,000 to 499,999",Alimony and child support,142
2021,Canada,"Population centre 250,000 to 499,999",Charitable contributions,788
2021,Canada,"Population centre 100,000 to 249,999",Total expenditure,81020
2021,Canada,"Population centre 100,000 to 249,999",Total current consumption,61488
2021,Canada,"Population centre 100,000 to 249,999",Food expenditures,10019
2021,Canada,"Population centre 100,000 to 249,999",Food purchased from stores,7996
2021,Canada,"Population centre 100,000 to 249,999",Bakery products,669
2021,Canada,"Population centre 100,000 to 249,999",Cereal grains and cereal products,519
2021,Canada,"Population centre 100,000 to 249,999","Fruit, fruit preparations and nuts",912
2021,Canada,"Population centre 100,000 to 249,999",Vegetables and vegetable preparations,952
2021,Canada,"Population centre 100,000 to 249,999",Dairy products and eggs,1213
2021,Canada,"Population centre 100,000 to 249,999",Meat,1416
2021,Canada,"Population centre 100,000 to 249,999",Fish and seafood,205
2021,Canada,"Population centre 100,000 to 249,999",Non-alcoholic beverages and other food products,2111
2021,Canada,"Population centre 100,000 to 249,999",Ready-to-cook meal delivery services,
2021,Canada,"Population centre 100,000 to 249,999",Food purchased from restaurants,1930
2021,Canada,"Population centre 100,000 to 249,999",Restaurant meals,1714
2021,Canada,"Population centre 100,000 to 249,999",Restaurant snacks and beverages,216
2021,Canada,"Population centre 100,000 to 249,999",Shelter,18557
2021,Canada,"Population centre 100,000 to 249,999",Principal accommodation,17496
2021,Canada,"Population centre 100,000 to 249,999",Rented living quarters,3348
2021,Canada,"Population centre 100,000 to 249,999",Rent,3246
2021,Canada,"Population centre 100,000 to 249,999",Tenants' repairs and improvements,25
2021,Canada,"Population centre 100,000 to 249,999",Tenants' insurance premiums,61
2021,Canada,"Population centre 100,000 to 249,999",Parking at rented living quarters (excluding amounts reported with rent),17
2021,Canada,"Population centre 100,000 to 249,999",Owned living quarters,11272
2021,Canada,"Population centre 100,000 to 249,999",Mortgage paid for owned living quarters,5825
2021,Canada,"Population centre 100,000 to 249,999",Repairs and maintenance for owned living quarters,883
2021,Canada,"Population centre 100,000 to 249,999",Condominium fees for owned living quarters,339
2021,Canada,"Population centre 100,000 to 249,999",Property and school taxes for owned living quarters,2271
2021,Canada,"Population centre 100,000 to 249,999",Homeowners' insurance premiums for owned living quarters,1017
2021,Canada,"Population centre 100,000 to 249,999",Other expenditures for owned living quarters,937
2021,Canada,"Population centre 100,000 to 249,999",Commissions for sale of real estate owned by the household,
2021,Canada,"Population centre 100,000 to 249,999",Legal fees related to owned living quarters,105
2021,Canada,"Population centre 100,000 to 249,999",Mortgage insurance premiums for owned living quarters,305
2021,Canada,"Population centre 100,000 to 249,999","Registration fees, renewal fees and early renewal or closing penalties for owned living quarters",
2021,Canada,"Population centre 100,000 to 249,999",Transfer taxes and land registration fees for owned living quarters,216
2021,Canada,"Population centre 100,000 to 249,999",All other expenses related to owned living quarters (excluding repairs and maintenance),43
2021,Canada,"Population centre 100,000 to 249,999","Water, fuel and electricity for principal accommodation",2876
2021,Canada,"Population centre 100,000 to 249,999",Water and sewage for principal accommodation,538
2021,Canada,"Population centre 100,000 to 249,999",Electricity for principal accommodation,1575
2021,Canada,"Population centre 100,000 to 249,999",Natural gas for principal accommodation,583
2021,Canada,"Population centre 100,000 to 249,999",Other fuel for principal accommodation,179
2021,Canada,"Population centre 100,000 to 249,999",Other accommodation,1061
2021,Canada,"Population centre 100,000 to 249,999",Owned secondary residences,421
2021,Canada,"Population centre 100,000 to 249,999",Mortgage paid for owned secondary residences,
2021,Canada,"Population centre 100,000 to 249,999","Property and school taxes, water and sewage charges for owned secondary residences",89
2021,Canada,"Population centre 100,000 to 249,999",Insurance premiums for owned secondary residences,40
2021,Canada,"Population centre 100,000 to 249,999",Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,49
2021,Canada,"Population centre 100,000 to 249,999","Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences",10
2021,Canada,"Population centre 100,000 to 249,999",Other expenses for owned secondary residences,
2021,Canada,"Population centre 100,000 to 249,999",Other owned properties,298
2021,Canada,"Population centre 100,000 to 249,999",Accommodation away from home,342
2021,Canada,"Population centre 100,000 to 249,999",Hotels and motels,166
2021,Canada,"Population centre 100,000 to 249,999",Other accommodation away from home,176
2021,Canada,"Population centre 100,000 to 249,999",Household operations,5400
2021,Canada,"Population centre 100,000 to 249,999",Communications,2866
2021,Canada,"Population centre 100,000 to 249,999",Telephone,1671
2021,Canada,"Population centre 100,000 to 249,999",Landline telephone services,227
2021,Canada,"Population centre 100,000 to 249,999",Cell phone and pager services,1240
2021,Canada,"Population centre 100,000 to 249,999",Purchase of telephones and equipment,204
2021,Canada,"Population centre 100,000 to 249,999",Internet access services,884
2021,Canada,"Population centre 100,000 to 249,999",Digital services,173
2021,Canada,"Population centre 100,000 to 249,999","Postal, courier, delivery and other communication services",138
2021,Canada,"Population centre 100,000 to 249,999",Domestic and other custodial services (excluding child care),142
2021,Canada,"Population centre 100,000 to 249,999",Pet expenses,760
2021,Canada,"Population centre 100,000 to 249,999",Pet food and pet-related goods,403
2021,Canada,"Population centre 100,000 to 249,999",Purchase of pets,65
2021,Canada,"Population centre 100,000 to 249,999",Veterinarian and other services,291
2021,Canada,"Population centre 100,000 to 249,999",Household cleaning supplies and equipment,237
2021,Canada,"Population centre 100,000 to 249,999",Detergent and other soaps,76
2021,Canada,"Population centre 100,000 to 249,999",Cleaning equipment (non-electric),
2021,Canada,"Population centre 100,000 to 249,999",Other household cleaning supplies,154
2021,Canada,"Population centre 100,000 to 249,999","Paper, plastic and foil supplies",377
2021,Canada,"Population centre 100,000 to 249,999",Stationery (excluding school supplies),131
2021,Canada,"Population centre 100,000 to 249,999",Other paper supplies,173
2021,Canada,"Population centre 100,000 to 249,999",Plastic and foil supplies,72
2021,Canada,"Population centre 100,000 to 249,999",Garden supplies and services,483
2021,Canada,"Population centre 100,000 to 249,999","Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",223
2021,Canada,"Population centre 100,000 to 249,999","Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",55
2021,Canada,"Population centre 100,000 to 249,999","Groundskeeping services, snow and garbage removal",205
2021,Canada,"Population centre 100,000 to 249,999",Other household supplies,163
2021,Canada,"Population centre 100,000 to 249,999",Child care,372
2021,Canada,"Population centre 100,000 to 249,999",Child care outside the home,325
2021,Canada,"Population centre 100,000 to 249,999",Child care in the home (regular and occasional),
2021,Canada,"Population centre 100,000 to 249,999",Household furnishings and equipment,3142
2021,Canada,"Population centre 100,000 to 249,999",Household furnishings,1306
2021,Canada,"Population centre 100,000 to 249,999",Furniture,775
2021,Canada,"Population centre 100,000 to 249,999","Rugs, mats and underpadding",52
2021,Canada,"Population centre 100,000 to 249,999","Works of art, carvings and other decorative ware",115
2021,Canada,"Population centre 100,000 to 249,999",Linens,154
2021,Canada,"Population centre 100,000 to 249,999","Other household furnishings (curtains, mirrors and picture frames)",211
2021,Canada,"Population centre 100,000 to 249,999",Household equipment,1605
2021,Canada,"Population centre 100,000 to 249,999",Household appliances,678
2021,Canada,"Population centre 100,000 to 249,999",Refrigerators and freezers,152
2021,Canada,"Population centre 100,000 to 249,999",Microwave ovens and cooking appliances,123
2021,Canada,"Population centre 100,000 to 249,999","Washers, dryers and dishwashers",153
2021,Canada,"Population centre 100,000 to 249,999","Room air conditioners, portable humidifiers and dehumidifiers",75
2021,Canada,"Population centre 100,000 to 249,999",Other electric equipment and appliances (including parts and attachments),
2021,Canada,"Population centre 100,000 to 249,999",Other household equipment,926
2021,Canada,"Population centre 100,000 to 249,999",Home and workshop tools and equipment,192
2021,Canada,"Population centre 100,000 to 249,999","Lawn, garden and snow-removal equipment and tools",225
2021,Canada,"Population centre 100,000 to 249,999",Non-electric kitchen and cooking equipment,147
2021,Canada,"Population centre 100,000 to 249,999","Other household equipment, parts and accessories",363
2021,Canada,"Population centre 100,000 to 249,999","Maintenance, rental, repairs and services related to household furnishings and equipment",131
2021,Canada,"Population centre 100,000 to 249,999",Services related to household furnishings and equipment,101
2021,Canada,"Population centre 100,000 to 249,999",Rental of heating equipment,44
2021,Canada,"Population centre 100,000 to 249,999",Home security services,57
2021,Canada,"Population centre 100,000 to 249,999",Clothing and accessories,1959
2021,Canada,"Population centre 100,000 to 249,999",Women's and girls' wear (women and girls aged 14 years and over),665
2021,Canada,"Population centre 100,000 to 249,999",Clothing (women and girls aged 14 years and over),489
2021,Canada,"Population centre 100,000 to 249,999",Footwear (women and girls aged 14 years and over),176
2021,Canada,"Population centre 100,000 to 249,999",Men's and boys' wear (men and boys aged 14 years and over),475
2021,Canada,"Population centre 100,000 to 249,999",Clothing (men and boys aged 14 years and over),319
2021,Canada,"Population centre 100,000 to 249,999",Footwear (men and boys aged 14 years and over),156
2021,Canada,"Population centre 100,000 to 249,999",Children's wear (children under 14 years of age),260
2021,Canada,"Population centre 100,000 to 249,999",Clothing and cloth diapers (children under 14 years of age),188
2021,Canada,"Population centre 100,000 to 249,999",Footwear (children under 14 years of age),72
2021,Canada,"Population centre 100,000 to 249,999",Athletic footwear,144
2021,Canada,"Population centre 100,000 to 249,999",Accessories,96
2021,Canada,"Population centre 100,000 to 249,999",Watches and jewellery,162
2021,Canada,"Population centre 100,000 to 249,999","Clothing material, yarn, thread and other notions",53
2021,Canada,"Population centre 100,000 to 249,999",Clothing services,104
2021,Canada,"Population centre 100,000 to 249,999","Laundromats, dry-cleaning and laundry services",47
2021,Canada,"Population centre 100,000 to 249,999","Services for clothing, footwear and jewellery",57
2021,Canada,"Population centre 100,000 to 249,999",Transportation,9208
2021,Canada,"Population centre 100,000 to 249,999",Private transportation,8806
2021,Canada,"Population centre 100,000 to 249,999","Private use automobiles, vans and trucks",4036
2021,Canada,"Population centre 100,000 to 249,999","Purchase of automobiles, vans and trucks",3703
2021,Canada,"Population centre 100,000 to 249,999",Automobiles (purchase),1211
2021,Canada,"Population centre 100,000 to 249,999","Vans (including mini-vans, purchase)",
2021,Canada,"Population centre 100,000 to 249,999","Trucks (including sport utility vehicles, purchase)",2364
2021,Canada,"Population centre 100,000 to 249,999","Accessories for automobiles, vans and trucks",40
2021,Canada,"Population centre 100,000 to 249,999","Fees for leased automobiles, vans and trucks",293
2021,Canada,"Population centre 100,000 to 249,999","Regular fees for leased automobiles, vans and trucks",264
2021,Canada,"Population centre 100,000 to 249,999",Regular fees for leased automobiles,117
2021,Canada,"Population centre 100,000 to 249,999",Regular fees for leased vans and trucks,147
2021,Canada,"Population centre 100,000 to 249,999","Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",
2021,Canada,"Population centre 100,000 to 249,999","Rented automobiles, vans and trucks",50
2021,Canada,"Population centre 100,000 to 249,999","Automobile, van and truck operations",4720
2021,Canada,"Population centre 100,000 to 249,999","Registration fees for automobiles, vans and trucks (including insurance if part of registration)",624
2021,Canada,"Population centre 100,000 to 249,999",Private and public vehicle insurance premiums,986
2021,Canada,"Population centre 100,000 to 249,999","Tires, batteries, and other parts and supplies for vehicles",267
2021,Canada,"Population centre 100,000 to 249,999",Maintenance and repairs of vehicles,680
2021,Canada,"Population centre 100,000 to 249,999","Vehicle operation, security and communication services",40
2021,Canada,"Population centre 100,000 to 249,999",Gas and other fuels (all vehicles and tools),1924
2021,Canada,"Population centre 100,000 to 249,999",Parking (excluding parking fees included in rent and traffic and parking tickets),107
2021,Canada,"Population centre 100,000 to 249,999","Drivers' licences and tests, and driving lessons",91
2021,Canada,"Population centre 100,000 to 249,999",Drivers' licences and tests,51
2021,Canada,"Population centre 100,000 to 249,999",Driving lessons,41
2021,Canada,"Population centre 100,000 to 249,999",Public transportation,402
2021,Canada,"Population centre 100,000 to 249,999","City or commuter bus, subway, streetcar and commuter train",50
2021,Canada,"Population centre 100,000 to 249,999",Taxi (including tips),52
2021,Canada,"Population centre 100,000 to 249,999",Peer-to-peer ride services,
2021,Canada,"Population centre 100,000 to 249,999",Other local passenger transportation,27
2021,Canada,"Population centre 100,000 to 249,999",Airplane,150
2021,Canada,"Population centre 100,000 to 249,999",Inter-city bus,
2021,Canada,"Population centre 100,000 to 249,999",Other inter-city passenger transportation services,12
2021,Canada,"Population centre 100,000 to 249,999",Household moving and storage services,79
2021,Canada,"Population centre 100,000 to 249,999",Health care,2499
2021,Canada,"Population centre 100,000 to 249,999",Direct health care costs to household,1701
2021,Canada,"Population centre 100,000 to 249,999","Prescribed medicines, pharmaceutical products and cannabis for medical use",470
2021,Canada,"Population centre 100,000 to 249,999",Prescribed medicines and pharmaceutical products,461
2021,Canada,"Population centre 100,000 to 249,999",Cannabis for medical use,9
2021,Canada,"Population centre 100,000 to 249,999","Non-prescribed medicines, pharmaceutical products, health care supplies and equipment",418
2021,Canada,"Population centre 100,000 to 249,999",Health care services,209
2021,Canada,"Population centre 100,000 to 249,999",Health care practitioners (excluding general practitioners and specialists),138
2021,Canada,"Population centre 100,000 to 249,999",Health care by general practitioners and specialists,24
2021,Canada,"Population centre 100,000 to 249,999","Weight control programs, smoking cessation programs and other medical services",32
2021,Canada,"Population centre 100,000 to 249,999","Hospital care, nursing homes and other residential care facilities",
2021,Canada,"Population centre 100,000 to 249,999",Eye-care goods and services,225
2021,Canada,"Population centre 100,000 to 249,999",Prescription eye wear,157
2021,Canada,"Population centre 100,000 to 249,999",Non-prescription eye wear and other eye-care goods,29
2021,Canada,"Population centre 100,000 to 249,999","Eye-care services (e.g. surgery, exams)",39
2021,Canada,"Population centre 100,000 to 249,999",Dental services,379
2021,Canada,"Population centre 100,000 to 249,999",Private health insurance plan premiums,798
2021,Canada,"Population centre 100,000 to 249,999",Private health and dental plan premiums,650
2021,Canada,"Population centre 100,000 to 249,999",Accident or disability insurance premiums,148
2021,Canada,"Population centre 100,000 to 249,999",Personal care,1319
2021,Canada,"Population centre 100,000 to 249,999",Personal care products,599
2021,Canada,"Population centre 100,000 to 249,999",Hair care products,87
2021,Canada,"Population centre 100,000 to 249,999","Makeup, skin care, manicure and fragrance products",164
2021,Canada,"Population centre 100,000 to 249,999","Makeup, skin care and manicure products",161
2021,Canada,"Population centre 100,000 to 249,999",Fragrance products,
2021,Canada,"Population centre 100,000 to 249,999",Personal deodorants,13
2021,Canada,"Population centre 100,000 to 249,999",Body soaps,58
2021,Canada,"Population centre 100,000 to 249,999",Oral hygiene products,80
2021,Canada,"Population centre 100,000 to 249,999",Disposable diapers,
2021,Canada,"Population centre 100,000 to 249,999",Other personal care supplies and equipment,189
2021,Canada,"Population centre 100,000 to 249,999",Personal care services,720
2021,Canada,"Population centre 100,000 to 249,999",Hair grooming services,521
2021,Canada,"Population centre 100,000 to 249,999",Other personal care services,199
2021,Canada,"Population centre 100,000 to 249,999",Recreation,3918
2021,Canada,"Population centre 100,000 to 249,999",Recreational equipment and related services,1140
2021,Canada,"Population centre 100,000 to 249,999","Sports, athletic and recreational equipment and related services",84
2021,Canada,"Population centre 100,000 to 249,999",Outdoor play equipment and accessories,
2021,Canada,"Population centre 100,000 to 249,999",Children's toys,
2021,Canada,"Population centre 100,000 to 249,999",Video game systems and accessories (excluding for computers),
2021,Canada,"Population centre 100,000 to 249,999",Art and craft materials,
2021,Canada,"Population centre 100,000 to 249,999",Computer equipment and supplies,621
2021,Canada,"Population centre 100,000 to 249,999",Computer hardware,335
2021,Canada,"Population centre 100,000 to 249,999",Computer software and video game systems,46
2021,Canada,"Population centre 100,000 to 249,999",Computer supplies and other equipment,45
2021,Canada,"Population centre 100,000 to 249,999",Tablet computers,119
2021,Canada,"Population centre 100,000 to 249,999",E-Book readers,3
2021,Canada,"Population centre 100,000 to 249,999",Wearable electronic devices,74
2021,Canada,"Population centre 100,000 to 249,999",Photographic goods and services,97
2021,Canada,"Population centre 100,000 to 249,999","Camcorders, cameras, parts, accessories and related equipment",28
2021,Canada,"Population centre 100,000 to 249,999",Photographic services,69
2021,Canada,"Population centre 100,000 to 249,999",Other recreational equipment,
2021,Canada,"Population centre 100,000 to 249,999",Home entertainment equipment and services,406
2021,Canada,"Population centre 100,000 to 249,999",Home entertainment equipment,366
2021,Canada,"Population centre 100,000 to 249,999",Audio equipment and home theatre systems,100
2021,Canada,"Population centre 100,000 to 249,999",Video equipment,181
2021,Canada,"Population centre 100,000 to 249,999","DVD players, Blu-Ray players and other video equipment and accessories",21
2021,Canada,"Population centre 100,000 to 249,999",Televisions,160
2021,Canada,"Population centre 100,000 to 249,999","Pre-recorded media, music downloads and blank audio and video media",
2021,Canada,"Population centre 100,000 to 249,999",Home entertainment services,40
2021,Canada,"Population centre 100,000 to 249,999","Rental of videotapes, DVDs and video games",
2021,Canada,"Population centre 100,000 to 249,999","Rental, maintenance, repair and services related to computers, phones, audio, video and other electronic equipment",38
2021,Canada,"Population centre 100,000 to 249,999",Recreational services,1120
2021,Canada,"Population centre 100,000 to 249,999",Entertainment,684
2021,Canada,"Population centre 100,000 to 249,999",Movie theatres,
2021,Canada,"Population centre 100,000 to 249,999",Live sporting and performing arts events,24
2021,Canada,"Population centre 100,000 to 249,999","Admission fees to museums, zoos and other sites",
2021,Canada,"Population centre 100,000 to 249,999","Television and satellite radio services (including installation, service and pay TV charges)",594
2021,Canada,"Population centre 100,000 to 249,999",Use of recreational facilities and fees for other recreational activities,303
2021,Canada,"Population centre 100,000 to 249,999",Dues and fees for sports and recreational activities and athletic and recreational facilities,274
2021,Canada,"Population centre 100,000 to 249,999",Children's camps,29
2021,Canada,"Population centre 100,000 to 249,999",Package trips,97
2021,Canada,"Population centre 100,000 to 249,999",Other recreational services,36
2021,Canada,"Population centre 100,000 to 249,999",Recreational vehicles and associated services,1252
2021,Canada,"Population centre 100,000 to 249,999",Purchase of recreational vehicles,960
2021,Canada,"Population centre 100,000 to 249,999",Motorcycles and snowmobiles (purchase),144
2021,Canada,"Population centre 100,000 to 249,999",All-terrain vehicles (purchase),
2021,Canada,"Population centre 100,000 to 249,999",Bicycles (purchase),107
2021,Canada,"Population centre 100,000 to 249,999",Other recreational vehicles (purchase),570
2021,Canada,"Population centre 100,000 to 249,999",Operation of recreational vehicles,293
2021,Canada,"Population centre 100,000 to 249,999",Insurance premiums for recreational vehicles,87
2021,Canada,"Population centre 100,000 to 249,999",Registration fees and licences for recreational vehicles,21
2021,Canada,"Population centre 100,000 to 249,999","Parking, storage fees and other dues",33
2021,Canada,"Population centre 100,000 to 249,999",Other expenses for recreational vehicles,151
2021,Canada,"Population centre 100,000 to 249,999",Education,1281
2021,Canada,"Population centre 100,000 to 249,999",Tuition fees,1152
2021,Canada,"Population centre 100,000 to 249,999","Tuition fees for kindergarten, elementary and secondary schools",93
2021,Canada,"Population centre 100,000 to 249,999",Tuition fees for university,666
2021,Canada,"Population centre 100,000 to 249,999","Tuition fees for other training (college, trade and professional institutions)",226
2021,Canada,"Population centre 100,000 to 249,999",Other educational services,
2021,Canada,"Population centre 100,000 to 249,999",Personal interest courses and lessons (excluding driving lessons),139
2021,Canada,"Population centre 100,000 to 249,999",Textbooks and school supplies,130
2021,Canada,"Population centre 100,000 to 249,999",Reading materials and other printed matter,175
2021,Canada,"Population centre 100,000 to 249,999",Newspapers,
2021,Canada,"Population centre 100,000 to 249,999",Magazines and periodicals,
2021,Canada,"Population centre 100,000 to 249,999",Books and E-Books (excluding school books),102
2021,Canada,"Population centre 100,000 to 249,999","Maps, sheet music and other printed matter",
2021,Canada,"Population centre 100,000 to 249,999","Services related to reading materials (e.g. photocopying, library fees)",19
2021,Canada,"Population centre 100,000 to 249,999","Tobacco products, alcoholic beverages and cannabis for non-medical use",1989
2021,Canada,"Population centre 100,000 to 249,999",Tobacco products and smokers' supplies,607
2021,Canada,"Population centre 100,000 to 249,999",Cigarettes,545
2021,Canada,"Population centre 100,000 to 249,999","Other tobacco products, smokers' supplies and e-cigarettes",62
2021,Canada,"Population centre 100,000 to 249,999",Cannabis for non-medical use,182
2021,Canada,"Population centre 100,000 to 249,999",Alcoholic beverages,1200
2021,Canada,"Population centre 100,000 to 249,999",Alcoholic beverages served on licensed premises and in restaurants,207
2021,Canada,"Population centre 100,000 to 249,999",Alcoholic beverages purchased from stores,986
2021,Canada,"Population centre 100,000 to 249,999",Self-made alcoholic beverages,
2021,Canada,"Population centre 100,000 to 249,999",Games of chance,134
2021,Canada,"Population centre 100,000 to 249,999",Government-run lotteries,124
2021,Canada,"Population centre 100,000 to 249,999",Other games of chance,
2021,Canada,"Population centre 100,000 to 249,999","Casinos, bingos and gaming machines",
2021,Canada,"Population centre 100,000 to 249,999",Non-government lotteries and raffle tickets,
2021,Canada,"Population centre 100,000 to 249,999",Miscellaneous expenditures,1888
2021,Canada,"Population centre 100,000 to 249,999",Financial services,600
2021,Canada,"Population centre 100,000 to 249,999",Service charges for banks and other financial institutions,157
2021,Canada,"Population centre 100,000 to 249,999",Administration fees for brokers and stock and bond commissions,272
2021,Canada,"Population centre 100,000 to 249,999",Other financial services,170
2021,Canada,"Population centre 100,000 to 249,999",Other miscellaneous goods and services,
2021,Canada,"Population centre 100,000 to 249,999",Fines,29
2021,Canada,"Population centre 100,000 to 249,999",Legal services not related to dwellings,168
2021,Canada,"Population centre 100,000 to 249,999",Dues to unions and professional associations,351
2021,Canada,"Population centre 100,000 to 249,999",Contributions and dues for social clubs and other organizations,36
2021,Canada,"Population centre 100,000 to 249,999",Funeral services,83
2021,Canada,"Population centre 100,000 to 249,999",Government services,30
2021,Canada,"Population centre 100,000 to 249,999",Wholesale/retail memberships,101
2021,Canada,"Population centre 100,000 to 249,999",Convenience fees,
2021,Canada,"Population centre 100,000 to 249,999",Other goods and services,
2021,Canada,"Population centre 100,000 to 249,999",Discounts and refunds,
2021,Canada,"Population centre 100,000 to 249,999",Recycling fees and other environmental fees,8
2021,Canada,"Population centre 100,000 to 249,999",Other general expenditures,
2021,Canada,"Population centre 100,000 to 249,999",Income taxes,13380
2021,Canada,"Population centre 100,000 to 249,999",Personal insurance payments and pension contributions,4922
2021,Canada,"Population centre 100,000 to 249,999",Employment insurance and Quebec parental insurance premiums,572
2021,Canada,"Population centre 100,000 to 249,999",Retirement and pension fund payments,3679
2021,Canada,"Population centre 100,000 to 249,999","Premiums on life, term and endowment insurance",672
2021,Canada,"Population centre 100,000 to 249,999","Gifts of money, support payments and charitable contributions",1230
2021,Canada,"Population centre 100,000 to 249,999",Gifts of money and support payments,679
2021,Canada,"Population centre 100,000 to 249,999",Gifts of money to persons living in Canada,427
2021,Canada,"Population centre 100,000 to 249,999",Gifts of money to persons living outside Canada,117
2021,Canada,"Population centre 100,000 to 249,999",Alimony and child support,135
2021,Canada,"Population centre 100,000 to 249,999",Charitable contributions,551
2021,Canada,"Population centre 30,000 to 99,999",Total expenditure,86282
2021,Canada,"Population centre 30,000 to 99,999",Total current consumption,61530
2021,Canada,"Population centre 30,000 to 99,999",Food expenditures,10381
2021,Canada,"Population centre 30,000 to 99,999",Food purchased from stores,8440
2021,Canada,"Population centre 30,000 to 99,999",Bakery products,747
2021,Canada,"Population centre 30,000 to 99,999",Cereal grains and cereal products,440
2021,Canada,"Population centre 30,000 to 99,999","Fruit, fruit preparations and nuts",1004
2021,Canada,"Population centre 30,000 to 99,999",Vegetables and vegetable preparations,892
2021,Canada,"Population centre 30,000 to 99,999",Dairy products and eggs,1249
2021,Canada,"Population centre 30,000 to 99,999",Meat,1836
2021,Canada,"Population centre 30,000 to 99,999",Fish and seafood,252
2021,Canada,"Population centre 30,000 to 99,999",Non-alcoholic beverages and other food products,2019
2021,Canada,"Population centre 30,000 to 99,999",Ready-to-cook meal delivery services,
2021,Canada,"Population centre 30,000 to 99,999",Food purchased from restaurants,1873
2021,Canada,"Population centre 30,000 to 99,999",Restaurant meals,1663
2021,Canada,"Population centre 30,000 to 99,999",Restaurant snacks and beverages,210
2021,Canada,"Population centre 30,000 to 99,999",Shelter,16866
2021,Canada,"Population centre 30,000 to 99,999",Principal accommodation,15503
2021,Canada,"Population centre 30,000 to 99,999",Rented living quarters,3208
2021,Canada,"Population centre 30,000 to 99,999",Rent,3100
2021,Canada,"Population centre 30,000 to 99,999",Tenants' repairs and improvements,24
2021,Canada,"Population centre 30,000 to 99,999",Tenants' insurance premiums,80
2021,Canada,"Population centre 30,000 to 99,999",Parking at rented living quarters (excluding amounts reported with rent),
2021,Canada,"Population centre 30,000 to 99,999",Owned living quarters,9479
2021,Canada,"Population centre 30,000 to 99,999",Mortgage paid for owned living quarters,4598
2021,Canada,"Population centre 30,000 to 99,999",Repairs and maintenance for owned living quarters,815
2021,Canada,"Population centre 30,000 to 99,999",Condominium fees for owned living quarters,164
2021,Canada,"Population centre 30,000 to 99,999",Property and school taxes for owned living quarters,2069
2021,Canada,"Population centre 30,000 to 99,999",Homeowners' insurance premiums for owned living quarters,993
2021,Canada,"Population centre 30,000 to 99,999",Other expenditures for owned living quarters,839
2021,Canada,"Population centre 30,000 to 99,999",Commissions for sale of real estate owned by the household,283
2021,Canada,"Population centre 30,000 to 99,999",Legal fees related to owned living quarters,63
2021,Canada,"Population centre 30,000 to 99,999",Mortgage insurance premiums for owned living quarters,242
2021,Canada,"Population centre 30,000 to 99,999","Registration fees, renewal fees and early renewal or closing penalties for owned living quarters",
2021,Canada,"Population centre 30,000 to 99,999",Transfer taxes and land registration fees for owned living quarters,
2021,Canada,"Population centre 30,000 to 99,999",All other expenses related to owned living quarters (excluding repairs and maintenance),
2021,Canada,"Population centre 30,000 to 99,999","Water, fuel and electricity for principal accommodation",2816
2021,Canada,"Population centre 30,000 to 99,999",Water and sewage for principal accommodation,451
2021,Canada,"Population centre 30,000 to 99,999",Electricity for principal accommodation,1571
2021,Canada,"Population centre 30,000 to 99,999",Natural gas for principal accommodation,493
2021,Canada,"Population centre 30,000 to 99,999",Other fuel for principal accommodation,301
2021,Canada,"Population centre 30,000 to 99,999",Other accommodation,1363
2021,Canada,"Population centre 30,000 to 99,999",Owned secondary residences,603
2021,Canada,"Population centre 30,000 to 99,999",Mortgage paid for owned secondary residences,148
