REF_DATE,GEO,Size of area of residence,"Household expenditures, summary-level categories",VALUE
2021,Canada,All classes,Total expenditure,92500
2021,Canada,All classes,Total current consumption,67126
2021,Canada,All classes,Food expenditures,10305
2021,Canada,All classes,Food purchased from stores,8065
2021,Canada,All classes,Bakery products,698
2021,Canada,All classes,Cereal grains and cereal products,464
2021,Canada,All classes,"Fruit, fruit preparations and nuts",1030
2021,Canada,All classes,Vegetables and vegetable preparations,967
2021,Canada,All classes,Dairy products and eggs,1161
2021,Canada,All classes,Meat,1517
2021,Canada,All classes,Fish and seafood,305
2021,Canada,All classes,Non-alcoholic beverages and other food products,1923
2021,Canada,All classes,Ready-to-cook meal delivery services,52
2021,Canada,All classes,Food purchased from restaurants,2189
2021,Canada,All classes,Restaurant meals,1963
2021,Canada,All classes,Restaurant snacks and beverages,226
2021,Canada,All classes,Shelter,21106
2021,Canada,All classes,Principal accommodation,19582
2021,Canada,All classes,Rented living quarters,4145
2021,Canada,All classes,Rent,4010
2021,Canada,All classes,Tenants' repairs and improvements,35
2021,Canada,All classes,Tenants' insurance premiums,78
2021,Canada,All classes,Parking at rented living quarters (excluding amounts reported with rent),23
2021,Canada,All classes,Owned living quarters,12700
2021,Canada,All classes,Mortgage paid for owned living quarters,6882
2021,Canada,All classes,Repairs and maintenance for owned living quarters,899
2021,Canada,All classes,Condominium fees for owned living quarters,506
2021,Canada,All classes,Property and school taxes for owned living quarters,2436
2021,Canada,All classes,Homeowners' insurance premiums for owned living quarters,991
2021,Canada,All classes,Other expenditures for owned living quarters,985
2021,Canada,All classes,Commissions for sale of real estate owned by the household,261
2021,Canada,All classes,Legal fees related to owned living quarters,95
2021,Canada,All classes,Mortgage insurance premiums for owned living quarters,257
2021,Canada,All classes,"Registration fees, renewal fees and early renewal or closing penalties for owned living quarters",79
2021,Canada,All classes,Transfer taxes and land registration fees for owned living quarters,232
2021,Canada,All classes,All other expenses related to owned living quarters (excluding repairs and maintenance),62
2021,Canada,All classes,"Water, fuel and electricity for principal accommodation",2737
2021,Canada,All classes,Water and sewage for principal accommodation,513
2021,Canada,All classes,Electricity for principal accommodation,1480
2021,Canada,All classes,Natural gas for principal accommodation,565
2021,Canada,All classes,Other fuel for principal accommodation,180
2021,Canada,All classes,Other accommodation,1523
2021,Canada,All classes,Owned secondary residences,724
2021,Canada,All classes,Mortgage paid for owned secondary residences,213
2021,Canada,All classes,"Property and school taxes, water and sewage charges for owned secondary residences",154
2021,Canada,All classes,Insurance premiums for owned secondary residences,58
2021,Canada,All classes,Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,60
2021,Canada,All classes,"Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences",21
2021,Canada,All classes,Other expenses for owned secondary residences,217
2021,Canada,All classes,Other owned properties,402
2021,Canada,All classes,Accommodation away from home,397
2021,Canada,All classes,Hotels and motels,194
2021,Canada,All classes,Other accommodation away from home,203
2021,Canada,All classes,Household operations,5587
2021,Canada,All classes,Communications,3001
2021,Canada,All classes,Telephone,1805
2021,Canada,All classes,Landline telephone services,223
2021,Canada,All classes,Cell phone and pager services,1308
2021,Canada,All classes,Purchase of telephones and equipment,274
2021,Canada,All classes,Internet access services,886
2021,Canada,All classes,Digital services,171
2021,Canada,All classes,"Postal, courier, delivery and other communication services",140
2021,Canada,All classes,Domestic and other custodial services (excluding child care),159
2021,Canada,All classes,Pet expenses,708
2021,Canada,All classes,Pet food and pet-related goods,351
2021,Canada,All classes,Purchase of pets,79
2021,Canada,All classes,Veterinarian and other services,278
2021,Canada,All classes,Household cleaning supplies and equipment,269
2021,Canada,All classes,Detergent and other soaps,110
2021,Canada,All classes,Cleaning equipment (non-electric),26
2021,Canada,All classes,Other household cleaning supplies,133
2021,Canada,All classes,"Paper, plastic and foil supplies",379
2021,Canada,All classes,Stationery (excluding school supplies),118
2021,Canada,All classes,Other paper supplies,192
2021,Canada,All classes,Plastic and foil supplies,69
2021,Canada,All classes,Garden supplies and services,524
2021,Canada,All classes,"Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",273
2021,Canada,All classes,"Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",75
2021,Canada,All classes,"Groundskeeping services, snow and garbage removal",176
2021,Canada,All classes,Other household supplies,177
2021,Canada,All classes,Child care,371
2021,Canada,All classes,Child care outside the home,324
2021,Canada,All classes,Child care in the home (regular and occasional),47
2021,Canada,All classes,Household furnishings and equipment,3570
2021,Canada,All classes,Household furnishings,1591
2021,Canada,All classes,Furniture,988
2021,Canada,All classes,"Rugs, mats and underpadding",84
2021,Canada,All classes,"Works of art, carvings and other decorative ware",130
2021,Canada,All classes,Linens,138
2021,Canada,All classes,"Other household furnishings (curtains, mirrors and picture frames)",
2021,Canada,All classes,Household equipment,1727
2021,Canada,All classes,Household appliances,817
2021,Canada,All classes,Refrigerators and freezers,183
2021,Canada,All classes,Microwave ovens and cooking appliances,146
2021,Canada,All classes,"Washers, dryers and dishwashers",170
2021,Canada,All classes,"Room air conditioners, portable humidifiers and dehumidifiers",112
2021,Canada,All classes,Other electric equipment and appliances (including parts and attachments),206
2021,Canada,All classes,Other household equipment,909
2021,Canada,All classes,Home and workshop tools and equipment,220
2021,Canada,All classes,"Lawn, garden and snow-removal equipment and tools",250
2021,Canada,All classes,Non-electric kitchen and cooking equipment,141
2021,Canada,All classes,"Other household equipment, parts and accessories",298
2021,Canada,All classes,"Maintenance, rental, repairs and services related to household furnishings and equipment",152
2021,Canada,All classes,Services related to household furnishings and equipment,101
2021,Canada,All classes,Rental of heating equipment,44
2021,Canada,All classes,Home security services,56
2021,Canada,All classes,Clothing and accessories,2303
2021,Canada,All classes,Women's and girls' wear (women and girls aged 14 years and over),844
2021,Canada,All classes,Clothing (women and girls aged 14 years and over),606
2021,Canada,All classes,Footwear (women and girls aged 14 years and over),238
2021,Canada,All classes,Men's and boys' wear (men and boys aged 14 years and over),570
2021,Canada,All classes,Clothing (men and boys aged 14 years and over),379
2021,Canada,All classes,Footwear (men and boys aged 14 years and over),191
2021,Canada,All classes,Children's wear (children under 14 years of age),291
2021,Canada,All classes,Clothing and cloth diapers (children under 14 years of age),208
2021,Canada,All classes,Footwear (children under 14 years of age),83
2021,Canada,All classes,Athletic footwear,158
2021,Canada,All classes,Accessories,117
2021,Canada,All classes,Watches and jewellery,125
2021,Canada,All classes,"Clothing material, yarn, thread and other notions",66
2021,Canada,All classes,Clothing services,132
2021,Canada,All classes,"Laundromats, dry-cleaning and laundry services",63
2021,Canada,All classes,"Services for clothing, footwear and jewellery",69
2021,Canada,All classes,Transportation,10099
2021,Canada,All classes,Private transportation,9501
2021,Canada,All classes,"Private use automobiles, vans and trucks",4473
2021,Canada,All classes,"Purchase of automobiles, vans and trucks",4083
2021,Canada,All classes,Automobiles (purchase),1200
2021,Canada,All classes,"Vans (including mini-vans, purchase)",165
2021,Canada,All classes,"Trucks (including sport utility vehicles, purchase)",2717
2021,Canada,All classes,"Accessories for automobiles, vans and trucks",43
2021,Canada,All classes,"Fees for leased automobiles, vans and trucks",346
2021,Canada,All classes,"Regular fees for leased automobiles, vans and trucks",323
2021,Canada,All classes,Regular fees for leased automobiles,119
2021,Canada,All classes,Regular fees for leased vans and trucks,204
2021,Canada,All classes,"Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",23
2021,Canada,All classes,"Rented automobiles, vans and trucks",40
2021,Canada,All classes,"Automobile, van and truck operations",4989
2021,Canada,All classes,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",541
2021,Canada,All classes,Private and public vehicle insurance premiums,1097
2021,Canada,All classes,"Tires, batteries, and other parts and supplies for vehicles",269
2021,Canada,All classes,Maintenance and repairs of vehicles,716
2021,Canada,All classes,"Vehicle operation, security and communication services",39
2021,Canada,All classes,Gas and other fuels (all vehicles and tools),2080
2021,Canada,All classes,Parking (excluding parking fees included in rent and traffic and parking tickets),143
2021,Canada,All classes,"Drivers' licences and tests, and driving lessons",102
2021,Canada,All classes,Drivers' licences and tests,62
2021,Canada,All classes,Driving lessons,40
2021,Canada,All classes,Public transportation,598
2021,Canada,All classes,"City or commuter bus, subway, streetcar and commuter train",128
2021,Canada,All classes,Taxi (including tips),38
2021,Canada,All classes,Peer-to-peer ride services,63
2021,Canada,All classes,Other local passenger transportation,22
2021,Canada,All classes,Airplane,230
2021,Canada,All classes,Inter-city bus,2
2021,Canada,All classes,Other inter-city passenger transportation services,15
2021,Canada,All classes,Household moving and storage services,99
2021,Canada,All classes,Health care,2776
2021,Canada,All classes,Direct health care costs to household,2059
2021,Canada,All classes,"Prescribed medicines, pharmaceutical products and cannabis for medical use",501
2021,Canada,All classes,Prescribed medicines and pharmaceutical products,484
2021,Canada,All classes,Cannabis for medical use,17
2021,Canada,All classes,"Non-prescribed medicines, pharmaceutical products, health care supplies and equipment",514
2021,Canada,All classes,Health care services,287
2021,Canada,All classes,Health care practitioners (excluding general practitioners and specialists),165
2021,Canada,All classes,Health care by general practitioners and specialists,44
2021,Canada,All classes,"Weight control programs, smoking cessation programs and other medical services",36
2021,Canada,All classes,"Hospital care, nursing homes and other residential care facilities",42
2021,Canada,All classes,Eye-care goods and services,266
2021,Canada,All classes,Prescription eye wear,174
2021,Canada,All classes,Non-prescription eye wear and other eye-care goods,31
2021,Canada,All classes,"Eye-care services (e.g. surgery, exams)",62
2021,Canada,All classes,Dental services,490
2021,Canada,All classes,Private health insurance plan premiums,717
2021,Canada,All classes,Private health and dental plan premiums,576
2021,Canada,All classes,Accident or disability insurance premiums,140
2021,Canada,All classes,Personal care,1430
2021,Canada,All classes,Personal care products,689
2021,Canada,All classes,Hair care products,89
2021,Canada,All classes,"Makeup, skin care, manicure and fragrance products",198
2021,Canada,All classes,"Makeup, skin care and manicure products",177
2021,Canada,All classes,Fragrance products,21
2021,Canada,All classes,Personal deodorants,19
2021,Canada,All classes,Body soaps,60
2021,Canada,All classes,Oral hygiene products,74
2021,Canada,All classes,Disposable diapers,54
2021,Canada,All classes,Other personal care supplies and equipment,195
2021,Canada,All classes,Personal care services,740
2021,Canada,All classes,Hair grooming services,515
2021,Canada,All classes,Other personal care services,226
2021,Canada,All classes,Recreation,4223
2021,Canada,All classes,Recreational equipment and related services,1539
2021,Canada,All classes,"Sports, athletic and recreational equipment and related services",178
2021,Canada,All classes,Outdoor play equipment and accessories,
2021,Canada,All classes,Children's toys,162
2021,Canada,All classes,Video game systems and accessories (excluding for computers),
2021,Canada,All classes,Art and craft materials,74
2021,Canada,All classes,Computer equipment and supplies,758
2021,Canada,All classes,Computer hardware,416
2021,Canada,All classes,Computer software and video game systems,76
2021,Canada,All classes,Computer supplies and other equipment,62
2021,Canada,All classes,Tablet computers,119
2021,Canada,All classes,E-Book readers,6
2021,Canada,All classes,Wearable electronic devices,79
2021,Canada,All classes,Photographic goods and services,114
2021,Canada,All classes,"Camcorders, cameras, parts, accessories and related equipment",35
2021,Canada,All classes,Photographic services,79
2021,Canada,All classes,Other recreational equipment,
2021,Canada,All classes,Home entertainment equipment and services,371
2021,Canada,All classes,Home entertainment equipment,328
2021,Canada,All classes,Audio equipment and home theatre systems,84
2021,Canada,All classes,Video equipment,194
2021,Canada,All classes,"DVD players, Blu-Ray players and other video equipment and accessories",25
2021,Canada,All classes,Televisions,169
2021,Canada,All classes,"Pre-recorded media, music downloads and blank audio and video media",50
2021,Canada,All classes,Home entertainment services,44
2021,Canada,All classes,"Rental of videotapes, DVDs and video games",1
2021,Canada,All classes,"Rental, maintenance, repair and services related to computers, phones, audio, video and other electronic equipment",42
2021,Canada,All classes,Recreational services,1168
2021,Canada,All classes,Entertainment,654
2021,Canada,All classes,Movie theatres,22
2021,Canada,All classes,Live sporting and performing arts events,51
2021,Canada,All classes,"Admission fees to museums, zoos and other sites",40
2021,Canada,All classes,"Television and satellite radio services (including installation, service and pay TV charges)",542
2021,Canada,All classes,Use of recreational facilities and fees for other recreational activities,308
2021,Canada,All classes,Dues and fees for sports and recreational activities and athletic and recreational facilities,260
2021,Canada,All classes,Children's camps,48
2021,Canada,All classes,Package trips,161
2021,Canada,All classes,Other recreational services,44
2021,Canada,All classes,Recreational vehicles and associated services,1144
2021,Canada,All classes,Purchase of recreational vehicles,838
2021,Canada,All classes,Motorcycles and snowmobiles (purchase),142
2021,Canada,All classes,All-terrain vehicles (purchase),88
2021,Canada,All classes,Bicycles (purchase),106
2021,Canada,All classes,Other recreational vehicles (purchase),501
2021,Canada,All classes,Operation of recreational vehicles,306
2021,Canada,All classes,Insurance premiums for recreational vehicles,67
2021,Canada,All classes,Registration fees and licences for recreational vehicles,26
2021,Canada,All classes,"Parking, storage fees and other dues",43
2021,Canada,All classes,Other expenses for recreational vehicles,170
2021,Canada,All classes,Education,1797
2021,Canada,All classes,Tuition fees,1651
2021,Canada,All classes,"Tuition fees for kindergarten, elementary and secondary schools",220
2021,Canada,All classes,Tuition fees for university,943
2021,Canada,All classes,"Tuition fees for other training (college, trade and professional institutions)",280
2021,Canada,All classes,Other educational services,52
2021,Canada,All classes,Personal interest courses and lessons (excluding driving lessons),157
2021,Canada,All classes,Textbooks and school supplies,146
2021,Canada,All classes,Reading materials and other printed matter,199
2021,Canada,All classes,Newspapers,24
2021,Canada,All classes,Magazines and periodicals,18
2021,Canada,All classes,Books and E-Books (excluding school books),116
2021,Canada,All classes,"Maps, sheet music and other printed matter",18
2021,Canada,All classes,"Services related to reading materials (e.g. photocopying, library fees)",24
2021,Canada,All classes,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1803
2021,Canada,All classes,Tobacco products and smokers' supplies,551
2021,Canada,All classes,Cigarettes,494
2021,Canada,All classes,"Other tobacco products, smokers' supplies and e-cigarettes",57
2021,Canada,All classes,Cannabis for non-medical use,162
2021,Canada,All classes,Alcoholic beverages,1091
2021,Canada,All classes,Alcoholic beverages served on licensed premises and in restaurants,265
2021,Canada,All classes,Alcoholic beverages purchased from stores,820
2021,Canada,All classes,Self-made alcoholic beverages,
2021,Canada,All classes,Games of chance,173
2021,Canada,All classes,Government-run lotteries,147
2021,Canada,All classes,Other games of chance,26
2021,Canada,All classes,"Casinos, bingos and gaming machines",
2021,Canada,All classes,Non-government lotteries and raffle tickets,9
2021,Canada,All classes,Miscellaneous expenditures,1754
2021,Canada,All classes,Financial services,694
2021,Canada,All classes,Service charges for banks and other financial institutions,153
2021,Canada,All classes,Administration fees for brokers and stock and bond commissions,331
2021,Canada,All classes,Other financial services,210
2021,Canada,All classes,Other miscellaneous goods and services,1060
2021,Canada,All classes,Fines,46
2021,Canada,All classes,Legal services not related to dwellings,188
2021,Canada,All classes,Dues to unions and professional associations,330
2021,Canada,All classes,Contributions and dues for social clubs and other organizations,45
2021,Canada,All classes,Funeral services,129
2021,Canada,All classes,Government services,35
2021,Canada,All classes,Wholesale/retail memberships,99
2021,Canada,All classes,Convenience fees,2
2021,Canada,All classes,Other goods and services,
2021,Canada,All classes,Discounts and refunds,-12
2021,Canada,All classes,Recycling fees and other environmental fees,8
2021,Canada,All classes,Other general expenditures,
2021,Canada,All classes,Income taxes,18181
2021,Canada,All classes,Personal insurance payments and pension contributions,5519
2021,Canada,All classes,Employment insurance and Quebec parental insurance premiums,670
2021,Canada,All classes,Retirement and pension fund payments,4229
2021,Canada,All classes,"Premiums on life, term and endowment insurance",620
2021,Canada,All classes,"Gifts of money, support payments and charitable contributions",1674
2021,Canada,All classes,Gifts of money and support payments,948
2021,Canada,All classes,Gifts of money to persons living in Canada,479
2021,Canada,All classes,Gifts of money to persons living outside Canada,202
2021,Canada,All classes,Alimony and child support,267
2021,Canada,All classes,Charitable contributions,726
2021,Canada,"Population centre 1,000,000 and over",Total expenditure,101199
2021,Canada,"Population centre 1,000,000 and over",Total current consumption,72451
2021,Canada,"Population centre 1,000,000 and over",Food expenditures,10834
2021,Canada,"Population centre 1,000,000 and over",Food purchased from stores,8252
2021,Canada,"Population centre 1,000,000 and over",Bakery products,698
2021,Canada,"Population centre 1,000,000 and over",Cereal grains and cereal products,451
2021,Canada,"Population centre 1,000,000 and over","Fruit, fruit preparations and nuts",1117
2021,Canada,"Population centre 1,000,000 and over",Vegetables and vegetable preparations,1023
2021,Canada,"Population centre 1,000,000 and over",Dairy products and eggs,1135
2021,Canada,"Population centre 1,000,000 and over",Meat,1571
2021,Canada,"Population centre 1,000,000 and over",Fish and seafood,377
2021,Canada,"Population centre 1,000,000 and over",Non-alcoholic beverages and other food products,1882
2021,Canada,"Population centre 1,000,000 and over",Ready-to-cook meal delivery services,62
2021,Canada,"Population centre 1,000,000 and over",Food purchased from restaurants,2519
2021,Canada,"Population centre 1,000,000 and over",Restaurant meals,2257
2021,Canada,"Population centre 1,000,000 and over",Restaurant snacks and beverages,262
2021,Canada,"Population centre 1,000,000 and over",Shelter,24467
2021,Canada,"Population centre 1,000,000 and over",Principal accommodation,22702
2021,Canada,"Population centre 1,000,000 and over",Rented living quarters,5486
2021,Canada,"Population centre 1,000,000 and over",Rent,5315
2021,Canada,"Population centre 1,000,000 and over",Tenants' repairs and improvements,44
2021,Canada,"Population centre 1,000,000 and over",Tenants' insurance premiums,93
2021,Canada,"Population centre 1,000,000 and over",Parking at rented living quarters (excluding amounts reported with rent),34
2021,Canada,"Population centre 1,000,000 and over",Owned living quarters,14680
2021,Canada,"Population centre 1,000,000 and over",Mortgage paid for owned living quarters,8403
2021,Canada,"Population centre 1,000,000 and over",Repairs and maintenance for owned living quarters,858
2021,Canada,"Population centre 1,000,000 and over",Condominium fees for owned living quarters,796
2021,Canada,"Population centre 1,000,000 and over",Property and school taxes for owned living quarters,2615
2021,Canada,"Population centre 1,000,000 and over",Homeowners' insurance premiums for owned living quarters,898
2021,Canada,"Population centre 1,000,000 and over",Other expenditures for owned living quarters,1110
2021,Canada,"Population centre 1,000,000 and over",Commissions for sale of real estate owned by the household,301
2021,Canada,"Population centre 1,000,000 and over",Legal fees related to owned living quarters,110
2021,Canada,"Population centre 1,000,000 and over",Mortgage insurance premiums for owned living quarters,250
2021,Canada,"Population centre 1,000,000 and over","Registration fees, renewal fees and early renewal or closing penalties for owned living quarters",73
2021,Canada,"Population centre 1,000,000 and over",Transfer taxes and land registration fees for owned living quarters,303
2021,Canada,"Population centre 1,000,000 and over",All other expenses related to owned living quarters (excluding repairs and maintenance),73
2021,Canada,"Population centre 1,000,000 and over","Water, fuel and electricity for principal accommodation",2535
2021,Canada,"Population centre 1,000,000 and over",Water and sewage for principal accommodation,525
2021,Canada,"Population centre 1,000,000 and over",Electricity for principal accommodation,1300
2021,Canada,"Population centre 1,000,000 and over",Natural gas for principal accommodation,624
2021,Canada,"Population centre 1,000,000 and over",Other fuel for principal accommodation,86
2021,Canada,"Population centre 1,000,000 and over",Other accommodation,1765
2021,Canada,"Population centre 1,000,000 and over",Owned secondary residences,832
2021,Canada,"Population centre 1,000,000 and over",Mortgage paid for owned secondary residences,271
2021,Canada,"Population centre 1,000,000 and over","Property and school taxes, water and sewage charges for owned secondary residences",184
2021,Canada,"Population centre 1,000,000 and over",Insurance premiums for owned secondary residences,59
2021,Canada,"Population centre 1,000,000 and over",Electricity and fuel (e.g. natural gas and wood) for owned secondary residences,52
2021,Canada,"Population centre 1,000,000 and over","Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences",24
2021,Canada,"Population centre 1,000,000 and over",Other expenses for owned secondary residences,241
2021,Canada,"Population centre 1,000,000 and over",Other owned properties,481
2021,Canada,"Population centre 1,000,000 and over",Accommodation away from home,453
2021,Canada,"Population centre 1,000,000 and over",Hotels and motels,222
2021,Canada,"Population centre 1,000,000 and over",Other accommodation away from home,230
2021,Canada,"Population centre 1,000,000 and over",Household operations,5758
2021,Canada,"Population centre 1,000,000 and over",Communications,3108
2021,Canada,"Population centre 1,000,000 and over",Telephone,1893
2021,Canada,"Population centre 1,000,000 and over",Landline telephone services,184
2021,Canada,"Population centre 1,000,000 and over",Cell phone and pager services,1371
2021,Canada,"Population centre 1,000,000 and over",Purchase of telephones and equipment,338
2021,Canada,"Population centre 1,000,000 and over",Internet access services,887
2021,Canada,"Population centre 1,000,000 and over",Digital services,182
2021,Canada,"Population centre 1,000,000 and over","Postal, courier, delivery and other communication services",146
2021,Canada,"Population centre 1,000,000 and over",Domestic and other custodial services (excluding child care),191
2021,Canada,"Population centre 1,000,000 and over",Pet expenses,658
2021,Canada,"Population centre 1,000,000 and over",Pet food and pet-related goods,312
2021,Canada,"Population centre 1,000,000 and over",Purchase of pets,85
2021,Canada,"Population centre 1,000,000 and over",Veterinarian and other services,261
2021,Canada,"Population centre 1,000,000 and over",Household cleaning supplies and equipment,286
2021,Canada,"Population centre 1,000,000 and over",Detergent and other soaps,135
2021,Canada,"Population centre 1,000,000 and over",Cleaning equipment (non-electric),28
2021,Canada,"Population centre 1,000,000 and over",Other household cleaning supplies,124
2021,Canada,"Population centre 1,000,000 and over","Paper, plastic and foil supplies",365
2021,Canada,"Population centre 1,000,000 and over",Stationery (excluding school supplies),109
2021,Canada,"Population centre 1,000,000 and over",Other paper supplies,185
2021,Canada,"Population centre 1,000,000 and over",Plastic and foil supplies,72
2021,Canada,"Population centre 1,000,000 and over",Garden supplies and services,535
2021,Canada,"Population centre 1,000,000 and over","Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds",294
2021,Canada,"Population centre 1,000,000 and over","Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners",75
2021,Canada,"Population centre 1,000,000 and over","Groundskeeping services, snow and garbage removal",166
2021,Canada,"Population centre 1,000,000 and over",Other household supplies,166
2021,Canada,"Population centre 1,000,000 and over",Child care,448
2021,Canada,"Population centre 1,000,000 and over",Child care outside the home,383
2021,Canada,"Population centre 1,000,000 and over",Child care in the home (regular and occasional),65
2021,Canada,"Population centre 1,000,000 and over",Household furnishings and equipment,3824
2021,Canada,"Population centre 1,000,000 and over",Household furnishings,1808
2021,Canada,"Population centre 1,000,000 and over",Furniture,1057
2021,Canada,"Population centre 1,000,000 and over","Rugs, mats and underpadding",94
2021,Canada,"Population centre 1,000,000 and over","Works of art, carvings and other decorative ware",140
2021,Canada,"Population centre 1,000,000 and over",Linens,147
2021,Canada,"Population centre 1,000,000 and over","Other household furnishings (curtains, mirrors and picture frames)",
2021,Canada,"Population centre 1,000,000 and over",Household equipment,1731
2021,Canada,"Population centre 1,000,000 and over",Household appliances,878
2021,Canada,"Population centre 1,000,000 and over",Refrigerators and freezers,184
2021,Canada,"Population centre 1,000,000 and over",Microwave ovens and cooking appliances,152
2021,Canada,"Population centre 1,000,000 and over","Washers, dryers and dishwashers",176
2021,Canada,"Population centre 1,000,000 and over","Room air conditioners, portable humidifiers and dehumidifiers",133
2021,Canada,"Population centre 1,000,000 and over",Other electric equipment and appliances (including parts and attachments),233
2021,Canada,"Population centre 1,000,000 and over",Other household equipment,853
2021,Canada,"Population centre 1,000,000 and over",Home and workshop tools and equipment,189
2021,Canada,"Population centre 1,000,000 and over","Lawn, garden and snow-removal equipment and tools",175
2021,Canada,"Population centre 1,000,000 and over",Non-electric kitchen and cooking equipment,159
2021,Canada,"Population centre 1,000,000 and over","Other household equipment, parts and accessories",330
2021,Canada,"Population centre 1,000,000 and over","Maintenance, rental, repairs and services related to household furnishings and equipment",181
2021,Canada,"Population centre 1,000,000 and over",Services related to household furnishings and equipment,103
2021,Canada,"Population centre 1,000,000 and over",Rental of heating equipment,43
2021,Canada,"Population centre 1,000,000 and over",Home security services,61
2021,Canada,"Population centre 1,000,000 and over",Clothing and accessories,2615
2021,Canada,"Population centre 1,000,000 and over",Women's and girls' wear (women and girls aged 14 years and over),950
2021,Canada,"Population centre 1,000,000 and over",Clothing (women and girls aged 14 years and over),668
2021,Canada,"Population centre 1,000,000 and over",Footwear (women and girls aged 14 years and over),282
2021,Canada,"Population centre 1,000,000 and over",Men's and boys' wear (men and boys aged 14 years and over),643
2021,Canada,"Population centre 1,000,000 and over",Clothing (men and boys aged 14 years and over),426
2021,Canada,"Population centre 1,000,000 and over",Footwear (men and boys aged 14 years and over),217
2021,Canada,"Population centre 1,000,000 and over",Children's wear (children under 14 years of age),301
2021,Canada,"Population centre 1,000,000 and over",Clothing and cloth diapers (children under 14 years of age),210
2021,Canada,"Population centre 1,000,000 and over",Footwear (children under 14 years of age),91
2021,Canada,"Population centre 1,000,000 and over",Athletic footwear,178
2021,Canada,"Population centre 1,000,000 and over",Accessories,140
2021,Canada,"Population centre 1,000,000 and over",Watches and jewellery,149
2021,Canada,"Population centre 1,000,000 and over","Clothing material, yarn, thread and other notions",79
2021,Canada,"Population centre 1,000,000 and over",Clothing services,176
2021,Canada,"Population centre 1,000,000 and over","Laundromats, dry-cleaning and laundry services",86
2021,Canada,"Population centre 1,000,000 and over","Services for clothing, footwear and jewellery",89
2021,Canada,"Population centre 1,000,000 and over",Transportation,10069
2021,Canada,"Population centre 1,000,000 and over",Private transportation,9264
2021,Canada,"Population centre 1,000,000 and over","Private use automobiles, vans and trucks",4355
2021,Canada,"Population centre 1,000,000 and over","Purchase of automobiles, vans and trucks",3911
2021,Canada,"Population centre 1,000,000 and over",Automobiles (purchase),1359
2021,Canada,"Population centre 1,000,000 and over","Vans (including mini-vans, purchase)",168
2021,Canada,"Population centre 1,000,000 and over","Trucks (including sport utility vehicles, purchase)",2385
2021,Canada,"Population centre 1,000,000 and over","Accessories for automobiles, vans and trucks",46
2021,Canada,"Population centre 1,000,000 and over","Fees for leased automobiles, vans and trucks",397
2021,Canada,"Population centre 1,000,000 and over","Regular fees for leased automobiles, vans and trucks",364
2021,Canada,"Population centre 1,000,000 and over",Regular fees for leased automobiles,133
2021,Canada,"Population centre 1,000,000 and over",Regular fees for leased vans and trucks,231
2021,Canada,"Population centre 1,000,000 and over","Other costs for leased automobiles, vans and trucks (include down payment and closing costs)",
2021,Canada,"Population centre 1,000,000 and over","Rented automobiles, vans and trucks",57
2021,Canada,"Population centre 1,000,000 and over","Automobile, van and truck operations",4852
2021,Canada,"Population centre 1,000,000 and over","Registration fees for automobiles, vans and trucks (including insurance if part of registration)",481
2021,Canada,"Population centre 1,000,000 and over",Private and public vehicle insurance premiums,1211
2021,Canada,"Population centre 1,000,000 and over","Tires, batteries, and other parts and supplies for vehicles",255
2021,Canada,"Population centre 1,000,000 and over",Maintenance and repairs of vehicles,682
2021,Canada,"Population centre 1,000,000 and over","Vehicle operation, security and communication services",37
2021,Canada,"Population centre 1,000,000 and over",Gas and other fuels (all vehicles and tools),1885
2021,Canada,"Population centre 1,000,000 and over",Parking (excluding parking fees included in rent and traffic and parking tickets),183
2021,Canada,"Population centre 1,000,000 and over","Drivers' licences and tests, and driving lessons",120
2021,Canada,"Population centre 1,000,000 and over",Drivers' licences and tests,66
2021,Canada,"Population centre 1,000,000 and over",Driving lessons,54
2021,Canada,"Population centre 1,000,000 and over",Public transportation,805
2021,Canada,"Population centre 1,000,000 and over","City or commuter bus, subway, streetcar and commuter train",214
2021,Canada,"Population centre 1,000,000 and over",Taxi (including tips),39
2021,Canada,"Population centre 1,000,000 and over",Peer-to-peer ride services,99
2021,Canada,"Population centre 1,000,000 and over",Other local passenger transportation,22
2021,Canada,"Population centre 1,000,000 and over",Airplane,311
2021,Canada,"Population centre 1,000,000 and over",Inter-city bus,3
2021,Canada,"Population centre 1,000,000 and over",Other inter-city passenger transportation services,18
2021,Canada,"Population centre 1,000,000 and over",Household moving and storage services,98
2021,Canada,"Population centre 1,000,000 and over",Health care,2855
2021,Canada,"Population centre 1,000,000 and over",Direct health care costs to household,2144
2021,Canada,"Population centre 1,000,000 and over","Prescribed medicines, pharmaceutical products and cannabis for medical use",494
2021,Canada,"Population centre 1,000,000 and over",Prescribed medicines and pharmaceutical products,478
2021,Canada,"Population centre 1,000,000 and over",Cannabis for medical use,16
